focal,starting.plants.i,starting.plants.j,time,ending.plants.i,ending.plants.j,biomass.i,biomass.j,total.fecundity.i,total.fecundity.j,per.capita.fecundity.i,per.capita.fecundity.j,sim
i,5,7,3,2.7440581579128622,6.02495583478297,87.75641171745225,204.87178399078573,877.5641171745225,5121.794599769643,319.8052179192878,850.0966214890336,8
i,3,6,4,1.347986894134399,4.912384518474155,87.75631584305947,204.87156142030813,877.5631584305947,5121.789035507703,651.0175746138216,1042.6278757792747,8
i,7,4,5,2.575156088920716,3.115203132285663,87.75645391973411,204.8719029807284,877.5645391973411,5121.79757451821,340.78110564751853,1644.1295662027292,8
i,6,0,6,1.8071652393150994,0,98.00004222036377,0,980.0004222036376,0,542.2860073244047,NA,8
i,1,7,7,0.24659695418661856,4.932816627271315,87.75643165722424,204.8718477504937,877.5643165722424,5121.796193762343,3558.698928244358,1038.3106814565629,8
i,5,8,8,1.009482589358326,5.362560368268656,87.75806711868651,204.8758828519572,877.5806711868652,5121.897071298929,869.3371044117722,955.1215687204606,8
i,5,1,9,0.8264944405036293,0.6376281516199551,87.75644236907573,204.87187403832922,877.5644236907573,5121.796850958231,1061.7910789043035,8032.576412985872,8
i,1,2,10,0.1353352715302606,1.2130613190193629,87.7564105805886,204.87179567050896,877.5641058058859,5121.794891762724,6484.370969098511,4222.206092519029,8
j,9,5,1,7.368576777701824,4.756147122503561,88.2853913875839,199.30366323058195,882.853913875839,4982.591580764549,119.81335616227251,1047.6109027808607,8
j,2,1,2,1.340640092035828,0.9048374180358634,87.7592580749664,204.859998647857,877.592580749664,5121.499966196425,654.6071432318546,5660.132819566303,8
j,7,5,3,3.8416814522665463,4.303539882125184,87.75641599205288,204.8717662160219,877.5641599205288,5121.794155400547,228.4323077861587,1190.1351667900174,8
j,4,5,4,1.7973158571675338,4.093653765389978,87.75659509749345,204.8722885752302,877.5659509749345,5121.807214380755,488.26473514673586,1251.1578916818412,8
j,9,2,5,3.3109149707386845,1.5576015661428941,87.75640370035943,204.8717785325672,877.5640370035943,5121.79446331418,265.0518194394478,3288.2571349728,8
j,7,6,6,2.108359483390076,4.444909324090307,87.75620496961751,204.87128875353025,877.5620496961751,5121.782218838256,416.2298017058858,1152.2804730974974,8
j,0,8,7,0,5.637504720085267,0,248.7499099189991,0,6218.747747974978,NA,1103.1028897978324,8
j,1,1,8,0.201896518040205,0.6703200460356451,87.7579420877507,204.87557083227455,877.5794208775071,5121.889270806863,4346.679325607532,7640.960912773449,8
j,3,7,9,0.49589666474120325,4.463397061352448,87.75549743872645,204.86954535541963,877.5549743872646,5121.73863388549,1769.632741622168,1147.4978729169031,8
j,8,13,10,1.0826822633724775,7.884898576183069,87.75653794417168,204.87210963741924,877.5653794417168,5121.802740935481,810.5474792836853,649.571163338267,8
i,7,6,1,5.731115271545868,5.707376547004283,87.97699935293952,200.91792647257475,879.7699935293952,5022.948161814369,153.5076423776227,880.0800368517546,8
i,4,7,2,2.681280138706927,6.333861925835387,87.75650297591895,204.87127474062814,877.5650297591894,5121.7818685157035,327.2933018414121,808.6349100261103,8
i,5,3,3,2.7440580298497155,2.5821239287266735,87.75641178497001,204.8717888656663,877.5641178497001,5121.794721641658,319.80523309041024,1983.5588310307692,8
i,2,1,4,0.8986579282977557,0.818730753078034,87.75625362258647,204.87128517330441,877.5625362258647,5121.782129332611,976.5256707723594,6255.75881946192,8
i,3,12,5,1.1036383234003526,9.345609396856615,87.75640076779617,204.87177204409406,877.5640076779616,5121.794301102352,795.1554318756826,548.0428384718349,8
i,1,5,6,0.3011942119739009,3.704091103408615,87.75658089450495,204.87221551163927,877.5658089450495,5121.8053877909815,2913.6210924965994,1382.7428226799668,8
i,2,2,7,0.4931939181325808,1.4093761793276152,87.75645709800426,204.87191034581076,877.5645709800426,5121.797758645269,1779.3499447495924,3634.088495158741,8
i,12,9,8,2.422758215078062,6.032880414312329,87.7565282648039,204.87208580680533,877.5652826480391,5121.802145170133,362.21744175151366,848.9812151786127,8
i,6,2,9,0.9917933295543292,1.2752563032435589,87.75653552780547,204.87210366971206,877.5653552780547,5121.802591742801,884.8268375351911,4016.292708152643,8
i,4,8,10,0.5413411284137845,4.852245277543107,87.75609014366219,204.8710064763466,877.5609014366219,5121.775161908665,1621.0866963092474,1055.5474566821636,8
j,3,2,1,2.456192259233945,1.9024588490014218,88.20680326150458,194.4905781371747,882.0680326150457,4862.264453429368,359.1201093069772,2555.779041413439,8
j,9,5,2,6.032880414318546,4.524187090179792,87.75729010125428,204.8682581667861,877.5729010125428,5121.706454169653,145.46499196796535,1132.0722048137304,8
j,8,2,3,4.39049295647339,1.7214159526488102,87.75641504456871,204.87174543373385,877.5641504456871,5121.793635843346,199.87827315650216,2975.3376155032383,8
j,2,9,4,0.8986579267550151,7.368576777698946,87.75722020380138,204.87372711119647,877.5722020380138,5121.8431777799115,976.5364282790669,695.0925982451874,8
j,4,3,5,1.4715177647508708,2.336402349214342,87.75638658009746,204.87173637114228,877.5638658009746,5121.793409278557,596.3664774033814,2192.170972179023,8
j,7,6,6,2.108359483390076,4.444909324090307,87.75620496961751,204.87128875353025,877.5620496961751,5121.782218838256,416.2298017058858,1152.2804730974974,8
j,10,8,7,2.4659696407738996,5.637504717749872,87.75641747395562,204.8718126630261,877.5641747395562,5121.795316575653,355.86982103483996,908.5216905361532,8
j,7,9,8,1.4132756107372333,6.032880414068359,87.75631589728341,204.87156231476817,877.5631589728341,5121.789057869204,620.9426896676258,848.9790458841952,8
j,16,1,9,2.6447822118063864,0.6376281516218265,87.75308748781723,204.86360821814907,877.5308748781722,5121.590205453726,331.797026976682,8032.252328299506,8
j,1,9,10,0.13533527534692316,5.458775936177464,87.75640981824694,204.87179379126331,877.5640981824694,5121.7948447815825,6484.370729899437,938.2680118517826,8
i,5,2,1,4.093653765389903,1.902458849001425,88.79674574327419,192.45871773106495,887.9674574327419,4811.467943276623,216.91318033296514,2529.078589953259,8
i,0,2,2,0,1.8096748360719188,0,248.74959917233986,0,6218.739979308496,NA,3436.3852861030527,8
i,1,5,3,0.5488116360635809,4.3035398821252215,87.756403918088,204.87180637828786,877.56403918088,5121.795159457197,1599.0259344268213,1190.1354000994863,8
i,14,3,4,6.290605497999554,2.4561922592340664,87.75624713387904,204.87133950836838,877.5624713387904,5121.783487709209,139.50365694015622,2085.2534928623118,8
i,4,15,5,1.4715177652090834,11.682011746071236,87.75642230139522,204.8718244948439,877.5642230139522,5121.795612371097,596.3667199690666,438.4343830242768,8
i,10,4,6,3.0119421184172293,2.963272882723323,87.75625231244264,204.87140549089392,877.5625231244264,5121.785137272348,291.36101844665734,1728.4216945168066,8
i,4,15,7,0.9863878554449137,10.570321345779886,87.75657853548698,204.872209638814,877.5657853548698,5121.8052409703505,889.6761862087614,484.5458405117635,8
i,1,9,8,0.2018965180437753,6.032880414320795,87.75643489444691,204.8718556019575,877.5643489444691,5121.796390048938,4346.604673757648,848.9802612183171,8
i,7,3,9,1.1570922179340182,1.9128844548653572,87.7564499065,204.87189260507992,877.564499065,5121.797315126998,758.4222635529314,2677.525713641448,8
i,11,1,10,1.4886880344084392,0.6065306595834046,87.75641110479607,204.87179696372675,877.5641110479608,5121.794924093168,589.48825460042,8444.41223731554,8
j,8,3,1,6.54984602462385,2.8536882735021387,88.69330718091052,195.49131660220428,886.9330718091053,4887.282915055107,135.41281252638925,1712.6197561365996,8
j,12,1,2,8.043840530691131,0.9048374180262441,87.76146025993842,204.8512128557389,877.6146025993842,5121.280321393473,109.10392855885956,5659.890074577945,8
j,1,1,3,0.5488116055288502,0.8607079762395493,87.75641206998641,204.87178764416421,877.5641206998641,5121.794691104105,1599.026171930564,5950.676457631229,8
j,1,0,4,0.44932896411820855,0,97.99911849149387,0,979.9911849149387,0,2181.0104915852357,NA,8
j,3,11,5,1.1036383237488603,8.566808613785488,87.75643459541703,204.87185484215803,877.5643459541703,5121.796371053951,795.1557381346115,597.8651563211167,8
j,8,9,6,2.4095536960849753,6.66736398613557,87.75672958010595,204.87258230448685,877.5672958010596,5121.8145576121715,364.203253584647,768.1918323737408,8
j,6,7,7,1.4795817840476466,4.932816628031038,87.7567702840536,204.8726825044719,877.567702840536,5121.817062611797,593.1187530842674,1038.3149119119394,8
j,4,3,8,0.8075860721333652,2.010960138106936,87.75643097691973,204.87184594680852,877.5643097691973,5121.796148670213,1086.6511199864722,2546.9406636233653,8
j,1,6,9,0.16529888825604608,3.825768909730682,87.75664173564661,204.8723662341813,877.5664173564661,5121.809155854533,5308.967450507748,1338.7659518136152,8
j,4,4,10,0.5413411330946005,2.426122638850562,87.75641371908152,204.87180340727133,877.5641371908152,5121.795085181783,1621.0926595845046,2111.1031252766206,8
i,0,9,1,0,8.561064820506436,0,247.13181949135577,0,6178.2954872838945,NA,721.6737189613305,9
i,0,2,2,0,1.8096748360719188,0,248.74959917233986,0,6218.739979308496,NA,3436.3852861030527,9
i,3,7,3,1.6464348891517484,6.024955834657925,87.75640692323164,204.87179639749664,877.5640692323163,5121.794909937416,533.008669224959,850.0966729871826,9
i,3,2,4,1.3479868889334645,1.6374615061549789,87.75707904005512,204.87371869412442,877.5707904005512,5121.842967353111,651.0232388794899,3127.9165635960603,9
i,6,7,5,2.2072766469028298,5.45160548149976,87.75640196636178,204.87177387781796,877.5640196636177,5121.7943469454485,397.57772134951165,939.5020172179483,9
i,2,0,6,0.6023884162980282,0,98.00007222969944,0,980.0007222969944,0,1626.8585115224803,NA,9
i,10,4,7,2.4659696369398576,2.818752358861239,87.75642463786123,204.8718303291258,877.5642463786123,5121.795758228145,355.8698506392093,1817.0435377648157,9
i,4,4,8,0.8075860283020012,2.6812801835784397,87.75641475689459,204.8718059698989,877.5641475689458,5121.795149247472,1086.65097811818,1910.205125378549,9
i,3,0,9,0.49589666475631905,0,98.00074288320714,0,980.0074288320714,0,1976.2331519483837,NA,9
i,2,6,10,0.2706705673973565,3.639183958286401,87.75643682230557,204.8718603598026,877.5643682230557,5121.796508995065,3242.1861625418323,1407.402474758871,9
j,10,5,1,8.187307530779808,4.756147122503569,88.34749792943408,199.0725940389646,883.4749792943409,4976.814850974115,107.90787764756082,1046.3963209688075,9
j,2,5,2,1.3406400878159677,4.524187090123965,87.75615102627356,204.87245655433236,877.5615102627355,5121.811413858309,654.5839694323687,1132.0954045067947,9
j,4,7,3,2.195246543402824,6.02495583497477,87.75651710028284,204.87198060029155,877.5651710028284,5121.799515007288,399.7569993402771,850.0974372750297,9
j,3,4,4,1.3479868926972896,3.2749230123119624,87.75663170540915,204.8723462984264,877.5663170540915,5121.8086574606605,651.0199185231708,1563.947805247755,9
j,13,9,5,4.782432735363721,7.009207047643088,87.75635860360427,204.8716672812824,877.5635860360427,5121.791682032061,183.49731916706213,730.7234109676232,9
j,0,6,6,0,4.444909324447481,0,248.74417038373386,0,6218.604259593347,NA,1399.0396216612005,9
j,4,2,7,0.9863878560162828,1.4093761794374404,87.75644785795194,204.8718875623026,877.5644785795193,5121.7971890575645,889.6748608845737,3634.088090733842,9
j,9,1,8,1.8170686629254167,0.6703200460357058,87.75911537036208,204.87845811205088,877.5911537036209,5121.961452801272,482.9708263697256,7641.06859565474,9
j,8,7,9,1.322391106595831,4.463397061352542,87.75643431908297,204.87185418770858,877.5643431908297,5121.796354692715,663.6193625423739,1147.5108049519256,9
j,0,5,10,0,3.032653298757405,0,248.75090690596392,0,6218.772672649098,NA,2050.604556477712,9
i,13,10,1,10.643499790013742,9.51229424500711,88.0123715777638,202.04886518049793,880.123715777638,5051.221629512448,82.69119492099898,531.0203300495855,9
i,5,3,2,3.351600216435668,2.7145122540646183,87.75760185544068,204.8669528121486,877.5760185544068,5121.673820303715,261.8379167810426,1886.774986053091,9
i,3,4,3,1.646434908207642,3.4428319057001966,87.75641010142974,204.8717860452038,877.5641010142974,5121.794651130095,533.0086823594137,1487.6691024763913,9
i,9,10,4,4.0439606530173595,8.187307530579094,87.75664079261256,204.87243574315966,877.5664079261255,5121.8108935789915,217.00666332431757,625.5793952345555,9
i,1,3,5,0.367879409681154,2.3364023484410383,87.75641456165701,204.87180549611148,877.5641456165702,5121.795137402787,2385.4668745314307,2192.1717125564005,9
i,17,0,6,5.120301602475491,0,97.9999486418002,0,979.999486418002,0,191.39487524410782,NA,9
i,5,10,7,1.2329848196899322,7.046880897187066,87.75629347587665,204.8715070346507,877.5629347587665,5121.787675866268,711.7386367980213,726.8162681606772,9
i,0,10,8,0,6.703200460628519,0,248.75002601922318,0,6218.75065048058,NA,927.7285808483019,9
i,6,6,9,0.9917933298615317,3.8257689097307086,87.75643794459076,204.8718631235861,877.5643794459075,5121.796578089653,884.8258533543757,1338.7626641699512,9
i,6,10,10,0.8120117001349649,6.065306597126621,87.75619213607088,204.87125739469536,877.5619213607088,5121.781434867384,1080.7257102512792,844.438999554248,9
j,1,7,1,0.8187307530779807,6.658605971504996,84.31460043132766,207.79654875299116,843.1460043132766,5194.913718824779,1029.820855199964,780.1803772525393,9
j,2,6,2,1.3406400812569563,5.4290245080456785,87.75597948470217,204.8730661349661,877.5597948470216,5121.826653374153,654.5826930851118,943.4156441518608,9
j,9,9,3,4.939304724836697,7.746371787825535,87.75641103162303,204.87179105556964,877.5641103162303,5121.794776389241,177.66956266202916,661.1862839373175,9
j,5,4,4,2.2466448172265214,3.2749230123107678,87.75673750669122,204.8726406276015,877.5673750669123,5121.816015690038,390.6124227283365,1563.9500520887398,9
j,4,5,5,1.4715177650833646,3.8940039153569668,87.75648256324277,204.87197331516433,877.5648256324278,5121.799332879108,596.3671295417299,1315.304104518238,9
j,1,4,6,0.3011942119414705,2.9632728827268813,87.75639580555581,204.8717592856535,877.5639580555581,5121.793982141337,2913.614947640795,1728.4246793458078,9
j,6,1,7,1.4795817836521725,0.7046880897187044,87.75622277697002,204.87133272854513,877.5622277697003,5121.783318213628,593.1150528249556,7268.156497803345,9
j,0,5,8,0,3.3516002303884838,0,248.75012742514767,0,6218.753185628691,NA,1855.457918054826,9
j,6,4,9,0.9917933297629883,2.550512606487137,87.75641605764993,204.871809171645,877.5641605764993,5121.795229291125,884.8256327618309,2008.1434674206369,9
j,4,7,10,0.5413411330711507,4.245714617988459,87.7564336852851,204.8718526295695,877.564336852851,5121.796315739238,1621.0930284832227,1206.3449328503973,9
i,0,10,1,0,9.512294245007114,0,247.29386173458798,0,6182.3465433647,NA,649.9322228819548,9
i,6,8,2,4.021920271724206,7.238699344256212,87.75666022902143,204.8706986901459,877.5666022902144,5121.767467253648,218.1959220971826,707.5535567474128,9
i,0,9,3,0,7.746371738078741,0,248.75030289501137,0,6218.757572375284,NA,802.7961712456706,9
i,6,1,4,2.6959737824928767,0.8187307530778197,87.75645673658005,204.8718866968356,877.5645673658005,5121.797167420889,325.50931061145036,6255.7771870260585,9
i,13,4,5,4.782432735591045,3.1152031322858353,87.75640161553726,204.87177323504753,877.5640161553725,5121.794330876188,183.49740909569056,1644.1285249729383,9
i,3,8,6,0.9035826359047744,5.926545765453803,87.75870984184898,204.87746717507528,877.5870984184899,5121.936679376882,971.2305920307392,864.236417312925,9
i,1,5,7,0.24659696104820816,3.5234404484302924,87.7564381954177,204.8718638014488,877.564381954177,5121.7965950362195,3558.699094359961,1453.635067769629,9
i,3,1,8,0.6056895540216634,0.6703200460356764,87.75613376995561,204.87111363727723,877.5613376995561,5121.777840931931,1448.8632532503093,7640.794678933613,9
i,1,7,9,0.1652988888795696,4.463397061368093,87.75638051342598,204.87172155936656,877.5638051342598,5121.793038984164,5308.951627458422,1147.5100620813384,9
i,1,4,10,0.1353352844105584,2.42612263886875,87.756480551904545,204.87196810859737,877.5648055190454,5121.799202714934,6484.3755221796455,2111.1048224269166,9
j,13,1,1,10.643499790013758,0.9512294245007124,90.60416619405038,175.11530014215876,906.0416619405038,4377.882503553969,85.1262911463197,4602.341339316602,9
j,1,0,2,0.6703200460202997,0,97.99954009347233,0,979.9954009347233,0,1461.981342722735,NA,9
j,0,2,3,0,1.721415950137637,0,248.74994429472667,0,6218.748607368167,NA,3612.5775451720096,9
j,4,3,4,1.7973157961228377,2.4561922589144567,87.75641918931386,204.87158805198285,877.5641918931386,5121.789701299572,488.2637730031731,2085.2560228991224,9
j,3,6,5,1.10363829572417,4.672804697972304,87.75638920488154,204.8717429989551,877.5638920488154,5121.793574973878,795.1553470451004,1096.0855216560637,9
j,2,9,6,0.6023884239494447,6.667363986135529,87.75758497911585,204.87469139332646,877.5758497911585,5121.867284833162,1456.8272146358656,768.1997406297069,9
j,5,5,7,1.2329848203853098,3.523440448593663,87.75642375734307,204.87182815111274,877.5642375734308,5121.795703777819,711.7396930314118,1453.6348147510537,9
j,6,4,8,1.211379108550733,2.681280184142614,87.75666928925318,204.87243341894944,877.5666928925318,5121.810835473736,724.4360470624536,1910.2109752515564,9
j,15,3,9,2.479483225318405,1.91288445456221,87.75640926347408,204.87179242481216,877.5640926347409,5121.794810620304,353.93023984747776,2677.5244047829838,9
j,10,3,10,1.353352832323248,1.8195919791372084,87.75583880695673,204.87038672204883,877.5583880695673,5121.759668051221,648.4328159738633,2814.784702711095,9
i,5,10,1,4.093653765389905,9.512294245007162,87.3709046300998,203.74914418346157,873.709046300998,5093.728604586539,213.43012779630632,535.4889654785594,9
i,2,1,2,1.340640092035828,0.9048374180358634,87.7592580749664,204.859998647857,877.592580749664,5121.499966196425,654.6071432318546,5660.132819566303,9
i,6,1,3,3.292869816541835,0.8607079764250549,87.756414328329015,204.8717787708565,877.56414328329015,5121.794469271413,266.50435400598565,5950.676198615881,9
i,6,5,4,2.695973784707,4.09365376538991,87.7561739009106,204.87015694470983,877.561739009106,5121.753923617745,325.5082612401885,1251.1448737848768,9
i,1,10,5,0.36787944125052474,7.788007830714139,87.76623903368818,204.89604367789198,877.6623903368818,5122.401091947299,2385.7337266618183,657.7293196529297,9
i,0,6,6,0,4.444909324447481,0,248.74417038373386,0,6218.604259593347,NA,1399.0396216612005,9
i,3,4,7,0.7397908276034061,2.8187523579118077,87.75640943530223,204.87179284968084,877.5640943530223,5121.7948212420215,1186.2327317519473,1817.0432059651941,9
i,12,6,8,2.4227582159188605,4.021920276213824,87.75621508439444,204.87131390250786,877.5621508439444,5121.782847562697,362.2161489652067,1273.4670246582477,9
i,7,13,9,1.1570922194511537,8.289165971096434,87.75639618244027,204.87176018138635,877.5639618244027,5121.794004534659,758.421798256201,617.8901499130175,9
i,12,2,10,1.6240233988413493,1.2130613194252662,87.75639009501539,204.87174517680666,877.5639009501539,5121.793629420166,540.3640745424278,4222.205050480721,9
j,5,3,1,4.093653765389905,2.853688273502138,88.31559044961526,196.91424432838815,883.1559044961525,4922.856108209704,215.73781152740827,1725.0854460596765,9
j,6,2,2,4.021920276540473,1.809674836072057,87.75853301666594,204.8631917348975,877.5853301666593,5121.579793372437,218.2005782873275,2830.1105211193353,9
j,0,1,3,0,0.8607079764250585,0,248.74731662535123,0,6218.682915633781,NA,7225.07875605268,9
j,2,5,4,0.8986579282290239,4.093653765389897,87.75640203685228,204.87177474060957,877.5640203685227,5121.7943685152395,976.5273223571613,1251.1547536867515,9
j,6,2,5,2.2072765576077606,1.557601565898035,87.75640332999244,204.87177703890126,877.5640332999244,5121.794425972532,397.5777436113513,3288.2571115159108,9
j,3,5,6,0.9035826305332577,3.7040911033222477,87.75648021563093,204.87196733046665,877.5648021563093,5121.799183261666,971.2059224051333,1382.7411476644993,9
j,11,3,7,2.7125666034786198,2.1140642691562754,87.756391966765,204.8717497898497,877.56391966765,5121.793744746243,323.5179252528783,2422.7237645856217,9
j,8,2,8,1.6151721440828875,1.3406400920713657,87.75626998728653,204.87144927076633,877.5626998728653,5121.786231769158,543.3245633214874,3820.4035982958744,9
j,1,6,9,0.16529888825604608,3.825768909730682,87.75664173564661,204.8723662341813,877.5664173564661,5121.809155854533,5308.967450507748,1338.7659518136152,9
j,4,10,10,0.5413411030160976,6.065306595828154,87.7564099205396,204.8717940439639,877.5640992053959,5121.794851099097,1621.0926794880754,844.4412116976868,9
i,5,3,1,4.093653765389905,2.853688273502138,88.31559044961526,196.91424432838815,883.1559044961525,4922.856108209704,215.73781152740827,1725.0854460596765,9
i,1,6,2,0.6703200460355822,5.429024508215751,87.75491926792202,204.87684414020148,877.5491926792201,5121.9211035050375,1309.14955903413,943.4330413786172,9
i,5,4,3,2.74405818037285,3.4428319057001935,87.75638916507027,204.8716593662541,877.5638916507028,5121.7914841563525,319.8051331154588,1487.6681826017575,9
i,11,8,4,4.942618605603041,6.54984602462418,87.75502049853323,204.868335679873,877.5502049853322,5121.708391996825,177.5476270798086,781.9585945595876,9
i,2,5,5,0.7357588845726397,3.8940039153676804,87.75652192469649,204.87207021837156,877.5652192469648,5121.801755459289,1192.7347907687072,1315.3047266455244,9
i,5,10,6,1.5059710591747741,7.408182206803689,87.75667496202765,204.87244739684581,877.5667496202765,5121.8111849211455,582.7248433984887,691.3721938719682,9
i,8,2,7,1.9727756948013175,1.4093761793909836,87.75644809138711,204.87188812120866,877.5644809138712,5121.797203030216,444.8374355110111,3634.0881007676994,9
i,0,1,8,0,0.6703200463939738,0,248.74991734761053,0,6218.747933690263,NA,9277.281750925375,9
i,4,6,9,0.6611955531723147,3.8257689097306864,87.75642302310685,204.87182634056623,877.56423023106845,5121.795658514156,1327.238554495187,1338.7624238063827,9
i,8,7,10,1.0826822658978477,4.245714617988428,87.75621127495738,204.87130444605705,877.5621127495738,5121.782611151426,810.5444601716353,1206.341704986773,9
j,2,0,1,1.6374615061559632,0,96.6917492490046,0,966.917492490046,0,590.497846120329,NA,9
j,0,11,2,0,9.953211598403483,0,248.74986227986918,0,6218.74655699673,NA,624.7979856063977,9
j,1,5,3,0.5488116360635809,4.3035398821252215,87.756403918088,204.87180637828786,877.56403918088,5121.795159457197,1599.0259344268213,1190.1354000994863,9
j,8,7,4,3.5946317147851397,5.7311152715460265,87.7564849741237,204.87208836655395,877.5648497412369,5121.802209163849,244.13206118771788,893.683335003344,9
j,2,7,5,0.7357588710653731,5.451605481170596,87.75641844249138,204.87181502384422,877.5641844249138,5121.795375596105,1192.7334061962554,939.5022059623302,9
j,3,5,6,0.9035826305332577,3.7040911033222477,87.75648021563093,204.87196733046665,877.5648021563093,5121.799183261666,971.2059224051333,1382.7411476644993,9
j,1,1,7,0.24659696398283784,0.704688089718713,87.75652083200406,204.87206744083107,877.5652083200406,5121.801686020777,3558.7024030884486,7268.182562962321,9
j,8,5,8,1.6151721439427347,3.351600230178183,87.75621754424309,204.87131995245977,877.5621754424309,5121.7829988114945,543.3242386785148,1528.1604747172373,9
j,3,11,9,0.4958966647746916,7.013909667839574,87.75641362702865,204.87180318047035,877.5641362702866,5121.795079511759,1769.6512168901234,730.2339667983456,9
j,6,0,10,0.8120116994117446,0,97.99992626328665,0,979.9992626328665,0,1206.878254762609,NA,9
i,4,0,1,3.2749230123119255,0,97.34416338731094,0,973.4416338731094,0,297.2410741301397,NA,10
i,3,6,2,2.0109600760950412,5.429024507567064,87.75640412707423,204.87162634168183,877.5640412707423,5121.790658542046,436.39058363348,943.4090141614225,10
i,3,1,3,1.6464349082423315,0.8607079764250537,87.75641471066773,204.87177503584843,877.5641471066773,5121.794375896211,533.0087103434474,5950.676090129382,10
i,1,8,4,0.44932896411744566,6.549846024623857,87.7571378700153,204.87413238955514,877.571378700153,5121.853309738879,1953.0710209697795,781.9807199258574,10
i,5,1,5,1.8393972059464423,0.7788007830714447,87.75639949477066,204.87176797334644,877.5639949477066,5121.794199333661,477.0932521321111,6576.513930987924,10
i,6,7,6,1.8071652719572324,5.185727544772089,87.75641914082308,204.8718167718128,877.5641914082308,5121.79541929532,485.6026203169529,987.6715224768758,10
i,2,7,7,0.49319392926143923,4.93281662803467,87.75648957498836,204.87199038879984,877.5648957498836,5121.7997597199965,1779.350563102109,1038.3114042008533,10
i,2,4,8,0.4037930341499357,2.6812801840843674,87.75640532469903,204.87178271680196,877.5640532469903,5121.794567920049,2173.3016150078874,1910.2049082084627,10
i,4,9,9,0.6611955528804908,5.738653364595674,87.75638257620108,204.87172664942634,877.5638257620108,5121.793166235659,1327.2379433571718,892.5078482408952,10
i,3,10,10,0.4060058497783277,6.065306597126319,87.75648551816344,204.87198038620892,877.5648551816345,5121.799509655223,2161.4586480977305,844.4419795830074,10
j,10,2,1,8.187307530779789,1.9024588490014236,89.33215916839112,189.88586474234484,893.3215916839112,4747.1466185586205,109.11054560067662,2495.269015174934,10
j,8,10,2,5.362560359902511,9.048374180304586,87.7566557650022,204.87074760674818,877.5665576500219,5121.768690168705,163.64693332160007,566.0429805519267,10
j,3,2,3,1.646434908282349,1.721415952850091,87.75641764710755,204.87175535284288,877.5641764710756,5121.793883821072,533.0087281656331,2975.3377592098464,10
j,9,2,4,4.043960677280701,1.63746150615605,87.75624519724705,204.8713139242955,877.5624519724705,5121.7828481073875,217.00568378488137,3127.8798486877417,10
j,8,9,5,2.943035530383398,7.009207047642736,87.7564274245891,204.87183727067824,877.564274245891,5121.795931766956,298.1833773959121,730.7240172751731,10
j,4,4,6,1.2047768478668972,2.9632728827259394,87.75734499505828,204.8740999050877,877.5734499505827,5121.852497627192,728.4116153994489,1728.4444262573472,10
j,1,9,7,0.24659696399325448,6.342192807468465,87.75644577382337,204.8718824432583,877.5644577382337,5121.797061081457,3558.6993591788055,807.5751110956625,10
j,3,8,8,0.6056895540771706,5.362560368284833,87.75672109243374,204.8725611156468,877.5672109243374,5121.81402789117,1448.8729498751218,955.1060829417453,10
j,9,10,9,1.4876899939863932,6.376281516217721,87.75630193288688,204.87152792848525,877.5630193288689,5121.788198212132,589.8829883081779,803.2562842755838,10
j,6,9,10,0.8120116997282614,5.45877593741209,87.75732550402407,204.87405103563754,877.5732550402406,5121.851275890938,1080.7396683248767,938.2783493251635,10
i,1,2,1,0.8187307530779814,1.902458849001426,85.7424320677755,199.73275078291618,857.424320677755,4993.318769572905,1047.2604301894205,2624.665848721946,10
i,7,5,2,4.692240316017373,4.524187090155597,87.75716295882158,204.86867105997578,877.5716295882158,5121.716776499395,187.02614752968816,1132.0744864075123,10
i,1,4,3,0.5488116383702907,3.4428319057138435,87.75640438475024,204.87181203612937,877.5640438475024,5121.795300903234,1599.025936209097,1487.6692912026651,10
i,7,2,4,3.145302749109224,1.637461506156097,87.75626130196424,204.87117437087468,877.5626130196424,5121.779359271867,279.0073589158231,3127.8777180509883,10
i,2,7,5,0.7357588710653731,5.451605481170596,87.75641844249138,204.87181502384422,877.5641844249138,5121.795375596105,1192.7334061962554,939.5022059623302,10
i,2,1,6,0.6023884240176827,0.7408182206817279,87.75645396654751,204.87190265449073,877.5645396654751,5121.797566362268,1456.8084390010038,6913.703555575353,10
i,1,5,7,0.24659696104820816,3.5234404484302924,87.7564381954177,204.8718638014488,877.564381954177,5121.7965950362195,3558.699094359961,1453.635067769629,10
i,0,1,8,0,0.6703200463939738,0,248.74991734761053,0,6218.747933690263,NA,9277.281750925375,10
i,3,2,9,0.4958966647569568,1.2752563032432178,87.75643092424835,204.87184581619348,877.5643092424834,5121.796145404837,1769.6515657603488,4016.287653218527,10
i,3,2,10,0.40600584933387,1.2130613194196023,87.75689339288975,204.87298628021333,877.5689339288975,5121.824657005333,2161.468696494685,4222.230628420257,10
j,5,11,1,4.093653765389912,10.463523669507854,87.31933784401605,204.04105170347313,873.1933784401605,5101.026292586828,213.30416016680164,487.5055912046073,10
j,4,7,2,2.681280138706927,6.333861925835387,87.75650297591895,204.87127474062814,877.5650297591894,5121.7818685157035,327.2933018414121,808.6349100261103,10
j,9,6,3,4.939304722105525,5.1642478585391025,87.75641473139149,204.87177252213456,877.5641473139149,5121.794313053364,177.66957025073506,991.7793361882232,10
