focal,plants.i,plants.j,seeds.i,seeds.j,time,biomass,fecundity,sim
j,23,4,NA,NA,9,204.8719,2006,45
j,23,4,NA,NA,9,204.8719,1987,45
j,23,4,NA,NA,9,204.8719,2061,45
j,23,4,NA,NA,9,204.8719,2047,45
j,23,4,NA,NA,9,204.8719,1944,45
j,4,5,NA,NA,10,204.8718,1671,45
j,4,5,NA,NA,10,204.8718,1685,45
j,4,5,NA,NA,10,204.8718,1753,45
j,4,5,NA,NA,10,204.8718,1676,45
j,4,5,NA,NA,10,204.8718,1695,45
j,4,5,NA,NA,10,204.8718,1751,45
j,4,5,NA,NA,10,204.8718,1737,45
j,4,5,NA,NA,10,204.8718,1610,45
j,4,5,NA,NA,10,204.8718,1782,45
j,4,5,NA,NA,10,204.8718,1686,45
i,2,4,NA,NA,1,86.75753,523,45
i,2,4,NA,NA,1,86.75753,496,45
i,2,4,NA,NA,1,86.75753,554,45
i,2,4,NA,NA,1,86.75753,552,45
i,2,4,NA,NA,1,86.75753,542,45
i,2,4,NA,NA,1,86.75753,530,45
i,2,4,NA,NA,1,86.75753,509,45
i,2,4,NA,NA,1,86.75753,552,45
i,2,4,NA,NA,1,86.75753,535,45
i,2,4,NA,NA,1,86.75753,519,45
i,5,8,NA,NA,2,87.75655,273,45
i,5,8,NA,NA,2,87.75655,284,45
i,5,8,NA,NA,2,87.75655,255,45
i,5,8,NA,NA,2,87.75655,234,45
i,5,8,NA,NA,2,87.75655,267,45
i,5,8,NA,NA,2,87.75655,228,45
i,5,8,NA,NA,2,87.75655,280,45
i,5,8,NA,NA,2,87.75655,263,45
i,5,8,NA,NA,2,87.75655,252,45
i,5,8,NA,NA,2,87.75655,290,45
i,3,4,NA,NA,3,87.75641,522,45
i,3,4,NA,NA,3,87.75641,535,45
i,3,4,NA,NA,3,87.75641,544,45
i,3,4,NA,NA,3,87.75641,517,45
i,3,4,NA,NA,3,87.75641,516,45
i,3,4,NA,NA,3,87.75641,527,45
i,3,4,NA,NA,3,87.75641,534,45
i,3,4,NA,NA,3,87.75641,543,45
i,3,4,NA,NA,3,87.75641,578,45
i,3,4,NA,NA,3,87.75641,539,45
i,2,4,NA,NA,4,87.7564,997,45
i,2,4,NA,NA,4,87.7564,973,45
i,2,4,NA,NA,4,87.7564,1040,45
i,2,4,NA,NA,4,87.7564,883,45
i,2,4,NA,NA,4,87.7564,912,45
i,2,4,NA,NA,4,87.7564,936,45
i,2,4,NA,NA,4,87.7564,959,45
i,2,4,NA,NA,4,87.7564,998,45
i,2,4,NA,NA,4,87.7564,927,45
i,2,4,NA,NA,4,87.7564,1007,45
i,2,1,NA,NA,5,87.75639,1210,45
i,2,1,NA,NA,5,87.75639,1176,45
i,2,1,NA,NA,5,87.75639,1200,45
i,2,1,NA,NA,5,87.75639,1180,45
i,2,1,NA,NA,5,87.75639,1197,45
i,2,1,NA,NA,5,87.75639,1173,45
i,2,1,NA,NA,5,87.75639,1234,45
i,2,1,NA,NA,5,87.75639,1227,45
i,2,1,NA,NA,5,87.75639,1226,45
i,2,1,NA,NA,5,87.75639,1154,45
i,4,4,NA,NA,6,87.75734,716,45
i,4,4,NA,NA,6,87.75734,727,45
i,4,4,NA,NA,6,87.75734,720,45
i,4,4,NA,NA,6,87.75734,738,45
i,4,4,NA,NA,6,87.75734,730,45
i,4,4,NA,NA,6,87.75734,758,45
i,4,4,NA,NA,6,87.75734,725,45
i,4,4,NA,NA,6,87.75734,724,45
i,4,4,NA,NA,6,87.75734,694,45
i,4,4,NA,NA,6,87.75734,724,45
i,0,5,NA,NA,7,0,NA,45
i,0,5,NA,NA,7,0,NA,45
i,0,5,NA,NA,7,0,NA,45
i,0,5,NA,NA,7,0,NA,45
i,0,5,NA,NA,7,0,NA,45
i,0,5,NA,NA,7,0,NA,45
i,0,5,NA,NA,7,0,NA,45
i,0,5,NA,NA,7,0,NA,45
i,0,5,NA,NA,7,0,NA,45
i,0,5,NA,NA,7,0,NA,45
i,5,1,NA,NA,8,87.75634,895,45
i,5,1,NA,NA,8,87.75634,903,45
i,5,1,NA,NA,8,87.75634,866,45
i,5,1,NA,NA,8,87.75634,864,45
i,5,1,NA,NA,8,87.75634,881,45
i,5,1,NA,NA,8,87.75634,897,45
i,5,1,NA,NA,8,87.75634,886,45
i,5,1,NA,NA,8,87.75634,850,45
i,5,1,NA,NA,8,87.75634,862,45
i,5,1,NA,NA,8,87.75634,858,45
i,11,2,NA,NA,9,87.75641,536,45
i,11,2,NA,NA,9,87.75641,511,45
i,11,2,NA,NA,9,87.75641,431,45
i,11,2,NA,NA,9,87.75641,523,45
i,11,2,NA,NA,9,87.75641,511,45
i,11,2,NA,NA,9,87.75641,478,45
i,11,2,NA,NA,9,87.75641,484,45
i,11,2,NA,NA,9,87.75641,494,45
i,11,2,NA,NA,9,87.75641,486,45
i,11,2,NA,NA,9,87.75641,470,45
i,5,4,NA,NA,10,87.75718,1331,45
i,5,4,NA,NA,10,87.75718,1279,45
i,5,4,NA,NA,10,87.75718,1301,45
i,5,4,NA,NA,10,87.75718,1260,45
i,5,4,NA,NA,10,87.75718,1322,45
i,5,4,NA,NA,10,87.75718,1283,45
i,5,4,NA,NA,10,87.75718,1295,45
i,5,4,NA,NA,10,87.75718,1244,45
i,5,4,NA,NA,10,87.75718,1280,45
i,5,4,NA,NA,10,87.75718,1257,45
j,5,7,NA,NA,1,202.4127,775,45
j,5,7,NA,NA,1,202.4127,730,45
j,5,7,NA,NA,1,202.4127,740,45
j,5,7,NA,NA,1,202.4127,725,45
j,5,7,NA,NA,1,202.4127,772,45
j,5,7,NA,NA,1,202.4127,795,45
j,5,7,NA,NA,1,202.4127,792,45
j,5,7,NA,NA,1,202.4127,767,45
j,5,7,NA,NA,1,202.4127,775,45
j,5,7,NA,NA,1,202.4127,771,45
j,0,6,NA,NA,2,248.7498,1095,45
j,0,6,NA,NA,2,248.7498,1126,45
j,0,6,NA,NA,2,248.7498,1157,45
j,0,6,NA,NA,2,248.7498,1180,45
j,0,6,NA,NA,2,248.7498,1178,45
j,0,6,NA,NA,2,248.7498,1088,45
j,0,6,NA,NA,2,248.7498,1172,45
j,0,6,NA,NA,2,248.7498,1178,45
j,0,6,NA,NA,2,248.7498,1128,45
j,0,6,NA,NA,2,248.7498,1134,45
j,1,4,NA,NA,3,204.8718,1489,45
j,1,4,NA,NA,3,204.8718,1489,45
j,1,4,NA,NA,3,204.8718,1457,45
j,1,4,NA,NA,3,204.8718,1450,45
j,1,4,NA,NA,3,204.8718,1428,45
j,1,4,NA,NA,3,204.8718,1493,45
j,1,4,NA,NA,3,204.8718,1508,45
j,1,4,NA,NA,3,204.8718,1591,45
j,1,4,NA,NA,3,204.8718,1565,45
j,1,4,NA,NA,3,204.8718,1412,45
j,5,9,NA,NA,4,204.8726,702,45
j,5,9,NA,NA,4,204.8726,734,45
j,5,9,NA,NA,4,204.8726,712,45
j,5,9,NA,NA,4,204.8726,700,45
j,5,9,NA,NA,4,204.8726,684,45
j,5,9,NA,NA,4,204.8726,679,45
j,5,9,NA,NA,4,204.8726,684,45
j,5,9,NA,NA,4,204.8726,716,45
j,5,9,NA,NA,4,204.8726,710,45
j,5,9,NA,NA,4,204.8726,721,45
j,0,7,NA,NA,5,248.7491,1171,45
j,0,7,NA,NA,5,248.7491,1195,45
j,0,7,NA,NA,5,248.7491,1154,45
j,0,7,NA,NA,5,248.7491,1135,45
j,0,7,NA,NA,5,248.7491,1098,45
j,0,7,NA,NA,5,248.7491,1105,45
j,0,7,NA,NA,5,248.7491,1161,45
j,0,7,NA,NA,5,248.7491,1172,45
j,0,7,NA,NA,5,248.7491,1081,45
j,0,7,NA,NA,5,248.7491,1153,45
j,6,6,NA,NA,6,204.8716,1137,45
j,6,6,NA,NA,6,204.8716,1124,45
j,6,6,NA,NA,6,204.8716,1158,45
j,6,6,NA,NA,6,204.8716,1157,45
j,6,6,NA,NA,6,204.8716,1118,45
j,6,6,NA,NA,6,204.8716,1159,45
j,6,6,NA,NA,6,204.8716,1140,45
j,6,6,NA,NA,6,204.8716,1168,45
j,6,6,NA,NA,6,204.8716,1229,45
j,6,6,NA,NA,6,204.8716,1174,45
j,18,3,NA,NA,7,204.8718,2406,45
j,18,3,NA,NA,7,204.8718,2440,45
j,18,3,NA,NA,7,204.8718,2468,45
j,18,3,NA,NA,7,204.8718,2494,45
j,18,3,NA,NA,7,204.8718,2426,45
j,18,3,NA,NA,7,204.8718,2448,45
j,18,3,NA,NA,7,204.8718,2447,45
j,18,3,NA,NA,7,204.8718,2486,45
j,18,3,NA,NA,7,204.8718,2475,45
j,18,3,NA,NA,7,204.8718,2405,45
j,3,1,NA,NA,8,204.8711,7664,45
j,3,1,NA,NA,8,204.8711,7692,45
j,3,1,NA,NA,8,204.8711,7656,45
j,3,1,NA,NA,8,204.8711,7564,45
j,3,1,NA,NA,8,204.8711,7591,45
j,3,1,NA,NA,8,204.8711,7690,45
j,3,1,NA,NA,8,204.8711,7601,45
j,3,1,NA,NA,8,204.8711,7827,45
j,3,1,NA,NA,8,204.8711,7569,45
j,3,1,NA,NA,8,204.8711,7521,45
j,13,8,NA,NA,9,204.8718,966,45
j,13,8,NA,NA,9,204.8718,1040,45
j,13,8,NA,NA,9,204.8718,992,45
j,13,8,NA,NA,9,204.8718,1029,45
j,13,8,NA,NA,9,204.8718,1020,45
j,13,8,NA,NA,9,204.8718,981,45
j,13,8,NA,NA,9,204.8718,1030,45
j,13,8,NA,NA,9,204.8718,966,45
j,13,8,NA,NA,9,204.8718,1008,45
j,13,8,NA,NA,9,204.8718,1033,45
j,5,0,NA,NA,10,0,NA,45
j,5,0,NA,NA,10,0,NA,45
j,5,0,NA,NA,10,0,NA,45
j,5,0,NA,NA,10,0,NA,45
j,5,0,NA,NA,10,0,NA,45
j,5,0,NA,NA,10,0,NA,45
j,5,0,NA,NA,10,0,NA,45
j,5,0,NA,NA,10,0,NA,45
j,5,0,NA,NA,10,0,NA,45
j,5,0,NA,NA,10,0,NA,45
i,0,5,NA,NA,1,0,NA,45
i,0,5,NA,NA,1,0,NA,45
i,0,5,NA,NA,1,0,NA,45
i,0,5,NA,NA,1,0,NA,45
i,0,5,NA,NA,1,0,NA,45
i,0,5,NA,NA,1,0,NA,45
i,0,5,NA,NA,1,0,NA,45
i,0,5,NA,NA,1,0,NA,45
i,0,5,NA,NA,1,0,NA,45
i,0,5,NA,NA,1,0,NA,45
i,3,6,NA,NA,2,87.7564,449,45
i,3,6,NA,NA,2,87.7564,430,45
i,3,6,NA,NA,2,87.7564,471,45
i,3,6,NA,NA,2,87.7564,463,45
i,3,6,NA,NA,2,87.7564,468,45
i,3,6,NA,NA,2,87.7564,425,45
i,3,6,NA,NA,2,87.7564,500,45
i,3,6,NA,NA,2,87.7564,407,45
i,3,6,NA,NA,2,87.7564,434,45
i,3,6,NA,NA,2,87.7564,436,45
i,5,4,NA,NA,3,87.75639,308,45
i,5,4,NA,NA,3,87.75639,327,45
i,5,4,NA,NA,3,87.75639,325,45
i,5,4,NA,NA,3,87.75639,331,45
i,5,4,NA,NA,3,87.75639,311,45
i,5,4,NA,NA,3,87.75639,340,45
i,5,4,NA,NA,3,87.75639,344,45
i,5,4,NA,NA,3,87.75639,341,45
i,5,4,NA,NA,3,87.75639,314,45
i,5,4,NA,NA,3,87.75639,336,45
i,6,6,NA,NA,4,87.75895,347,45
i,6,6,NA,NA,4,87.75895,306,45
i,6,6,NA,NA,4,87.75895,302,45
i,6,6,NA,NA,4,87.75895,334,45
i,6,6,NA,NA,4,87.75895,307,45
i,6,6,NA,NA,4,87.75895,348,45
i,6,6,NA,NA,4,87.75895,340,45
i,6,6,NA,NA,4,87.75895,313,45
i,6,6,NA,NA,4,87.75895,329,45
i,6,6,NA,NA,4,87.75895,299,45
i,8,10,NA,NA,5,87.75641,319,45
i,8,10,NA,NA,5,87.75641,294,45
i,8,10,NA,NA,5,87.75641,315,45
i,8,10,NA,NA,5,87.75641,300,45
i,8,10,NA,NA,5,87.75641,294,45
i,8,10,NA,NA,5,87.75641,300,45
i,8,10,NA,NA,5,87.75641,298,45
i,8,10,NA,NA,5,87.75641,306,45
i,8,10,NA,NA,5,87.75641,301,45
i,8,10,NA,NA,5,87.75641,279,45
i,5,3,NA,NA,6,87.75802,606,45
i,5,3,NA,NA,6,87.75802,561,45
i,5,3,NA,NA,6,87.75802,588,45
i,5,3,NA,NA,6,87.75802,550,45
i,5,3,NA,NA,6,87.75802,593,45
i,5,3,NA,NA,6,87.75802,573,45
i,5,3,NA,NA,6,87.75802,548,45
i,5,3,NA,NA,6,87.75802,581,45
i,5,3,NA,NA,6,87.75802,577,45
i,5,3,NA,NA,6,87.75802,588,45
i,10,0,NA,NA,7,98.00181,376,45
i,10,0,NA,NA,7,98.00181,386,45
i,10,0,NA,NA,7,98.00181,398,45
i,10,0,NA,NA,7,98.00181,434,45
i,10,0,NA,NA,7,98.00181,403,45
i,10,0,NA,NA,7,98.00181,381,45
i,10,0,NA,NA,7,98.00181,405,45
i,10,0,NA,NA,7,98.00181,389,45
i,10,0,NA,NA,7,98.00181,405,45
i,10,0,NA,NA,7,98.00181,390,45
i,2,3,NA,NA,8,87.75642,2171,45
i,2,3,NA,NA,8,87.75642,2152,45
i,2,3,NA,NA,8,87.75642,2299,45
i,2,3,NA,NA,8,87.75642,2294,45
i,2,3,NA,NA,8,87.75642,2096,45
i,2,3,NA,NA,8,87.75642,2198,45
i,2,3,NA,NA,8,87.75642,2204,45
i,2,3,NA,NA,8,87.75642,2155,45
i,2,3,NA,NA,8,87.75642,2105,45
i,2,3,NA,NA,8,87.75642,2232,45
i,10,4,NA,NA,9,87.75645,544,45
i,10,4,NA,NA,9,87.75645,529,45
i,10,4,NA,NA,9,87.75645,515,45
i,10,4,NA,NA,9,87.75645,497,45
i,10,4,NA,NA,9,87.75645,528,45
i,10,4,NA,NA,9,87.75645,560,45
i,10,4,NA,NA,9,87.75645,521,45
i,10,4,NA,NA,9,87.75645,545,45
i,10,4,NA,NA,9,87.75645,535,45
i,10,4,NA,NA,9,87.75645,545,45
i,11,5,NA,NA,10,87.75708,545,45
i,11,5,NA,NA,10,87.75708,628,45
i,11,5,NA,NA,10,87.75708,629,45
i,11,5,NA,NA,10,87.75708,569,45
i,11,5,NA,NA,10,87.75708,605,45
i,11,5,NA,NA,10,87.75708,589,45
i,11,5,NA,NA,10,87.75708,607,45
i,11,5,NA,NA,10,87.75708,606,45
i,11,5,NA,NA,10,87.75708,497,45
i,11,5,NA,NA,10,87.75708,593,45
j,10,8,NA,NA,1,201.5879,613,45
j,10,8,NA,NA,1,201.5879,645,45
j,10,8,NA,NA,1,201.5879,642,45
j,10,8,NA,NA,1,201.5879,654,45
j,10,8,NA,NA,1,201.5879,634,45
j,10,8,NA,NA,1,201.5879,660,45
j,10,8,NA,NA,1,201.5879,675,45
j,10,8,NA,NA,1,201.5879,690,45
j,10,8,NA,NA,1,201.5879,674,45
j,10,8,NA,NA,1,201.5879,653,45
j,5,4,NA,NA,2,204.8684,1466,45
j,5,4,NA,NA,2,204.8684,1360,45
j,5,4,NA,NA,2,204.8684,1422,45
j,5,4,NA,NA,2,204.8684,1466,45
j,5,4,NA,NA,2,204.8684,1432,45
j,5,4,NA,NA,2,204.8684,1451,45
j,5,4,NA,NA,2,204.8684,1455,45
j,5,4,NA,NA,2,204.8684,1404,45
j,5,4,NA,NA,2,204.8684,1434,45
j,5,4,NA,NA,2,204.8684,1421,45
j,5,5,NA,NA,3,204.8718,1161,45
j,5,5,NA,NA,3,204.8718,1176,45
j,5,5,NA,NA,3,204.8718,1233,45
j,5,5,NA,NA,3,204.8718,1201,45
j,5,5,NA,NA,3,204.8718,1275,45
j,5,5,NA,NA,3,204.8718,1185,45
j,5,5,NA,NA,3,204.8718,1259,45
j,5,5,NA,NA,3,204.8718,1185,45
j,5,5,NA,NA,3,204.8718,1192,45
j,5,5,NA,NA,3,204.8718,1168,45
j,4,10,NA,NA,4,204.8729,619,45
j,4,10,NA,NA,4,204.8729,661,45
j,4,10,NA,NA,4,204.8729,621,45
j,4,10,NA,NA,4,204.8729,634,45
j,4,10,NA,NA,4,204.8729,637,45
j,4,10,NA,NA,4,204.8729,635,45
j,4,10,NA,NA,4,204.8729,597,45
j,4,10,NA,NA,4,204.8729,631,45
j,4,10,NA,NA,4,204.8729,628,45
j,4,10,NA,NA,4,204.8729,600,45
j,4,2,NA,NA,5,204.8718,3256,45
j,4,2,NA,NA,5,204.8718,3322,45
j,4,2,NA,NA,5,204.8718,3196,45
j,4,2,NA,NA,5,204.8718,3361,45
j,4,2,NA,NA,5,204.8718,3226,45
j,4,2,NA,NA,5,204.8718,3248,45
j,4,2,NA,NA,5,204.8718,3348,45
j,4,2,NA,NA,5,204.8718,3235,45
j,4,2,NA,NA,5,204.8718,3313,45
j,4,2,NA,NA,5,204.8718,3384,45
j,15,10,NA,NA,6,204.8787,690,45
j,15,10,NA,NA,6,204.8787,736,45
j,15,10,NA,NA,6,204.8787,697,45
j,15,10,NA,NA,6,204.8787,703,45
j,15,10,NA,NA,6,204.8787,697,45
j,15,10,NA,NA,6,204.8787,726,45
j,15,10,NA,NA,6,204.8787,754,45
j,15,10,NA,NA,6,204.8787,689,45
j,15,10,NA,NA,6,204.8787,692,45
j,15,10,NA,NA,6,204.8787,693,45
j,4,8,NA,NA,7,204.8718,906,45
j,4,8,NA,NA,7,204.8718,868,45
j,4,8,NA,NA,7,204.8718,935,45
j,4,8,NA,NA,7,204.8718,910,45
j,4,8,NA,NA,7,204.8718,872,45
j,4,8,NA,NA,7,204.8718,986,45
j,4,8,NA,NA,7,204.8718,936,45
j,4,8,NA,NA,7,204.8718,902,45
j,4,8,NA,NA,7,204.8718,988,45
j,4,8,NA,NA,7,204.8718,922,45
j,10,6,NA,NA,8,204.8724,1217,45
j,10,6,NA,NA,8,204.8724,1343,45
j,10,6,NA,NA,8,204.8724,1319,45
j,10,6,NA,NA,8,204.8724,1213,45
j,10,6,NA,NA,8,204.8724,1280,45
j,10,6,NA,NA,8,204.8724,1345,45
j,10,6,NA,NA,8,204.8724,1262,45
j,10,6,NA,NA,8,204.8724,1264,45
j,10,6,NA,NA,8,204.8724,1290,45
j,10,6,NA,NA,8,204.8724,1293,45
j,6,12,NA,NA,9,204.8718,686,45
j,6,12,NA,NA,9,204.8718,652,45
j,6,12,NA,NA,9,204.8718,680,45
j,6,12,NA,NA,9,204.8718,599,45
j,6,12,NA,NA,9,204.8718,694,45
j,6,12,NA,NA,9,204.8718,640,45
j,6,12,NA,NA,9,204.8718,687,45
j,6,12,NA,NA,9,204.8718,652,45
j,6,12,NA,NA,9,204.8718,634,45
j,6,12,NA,NA,9,204.8718,713,45
j,0,2,NA,NA,10,248.7499,5211,45
j,0,2,NA,NA,10,248.7499,5081,45
j,0,2,NA,NA,10,248.7499,5179,45
j,0,2,NA,NA,10,248.7499,5154,45
j,0,2,NA,NA,10,248.7499,5259,45
j,0,2,NA,NA,10,248.7499,5059,45
j,0,2,NA,NA,10,248.7499,5052,45
j,0,2,NA,NA,10,248.7499,5072,45
j,0,2,NA,NA,10,248.7499,5150,45
j,0,2,NA,NA,10,248.7499,5127,45
i,4,9,NA,NA,1,87.19611,285,45
i,4,9,NA,NA,1,87.19611,296,45
i,4,9,NA,NA,1,87.19611,291,45
i,4,9,NA,NA,1,87.19611,276,45
i,4,9,NA,NA,1,87.19611,272,45
i,4,9,NA,NA,1,87.19611,300,45
i,4,9,NA,NA,1,87.19611,256,45
i,4,9,NA,NA,1,87.19611,253,45
i,4,9,NA,NA,1,87.19611,275,45
i,4,9,NA,NA,1,87.19611,263,45
i,7,6,NA,NA,2,87.75698,188,45
i,7,6,NA,NA,2,87.75698,185,45
i,7,6,NA,NA,2,87.75698,202,45
i,7,6,NA,NA,2,87.75698,169,45
i,7,6,NA,NA,2,87.75698,210,45
i,7,6,NA,NA,2,87.75698,173,45
i,7,6,NA,NA,2,87.75698,209,45
i,7,6,NA,NA,2,87.75698,157,45
i,7,6,NA,NA,2,87.75698,190,45
i,7,6,NA,NA,2,87.75698,196,45
i,14,15,NA,NA,3,87.75641,113,45
i,14,15,NA,NA,3,87.75641,113,45
i,14,15,NA,NA,3,87.75641,100,45
i,14,15,NA,NA,3,87.75641,108,45
i,14,15,NA,NA,3,87.75641,122,45
i,14,15,NA,NA,3,87.75641,111,45
i,14,15,NA,NA,3,87.75641,100,45
i,14,15,NA,NA,3,87.75641,134,45
i,14,15,NA,NA,3,87.75641,103,45
i,14,15,NA,NA,3,87.75641,100,45
i,4,8,NA,NA,4,87.75668,499,45
i,4,8,NA,NA,4,87.75668,473,45
i,4,8,NA,NA,4,87.75668,477,45
i,4,8,NA,NA,4,87.75668,510,45
i,4,8,NA,NA,4,87.75668,510,45
i,4,8,NA,NA,4,87.75668,507,45
i,4,8,NA,NA,4,87.75668,487,45
i,4,8,NA,NA,4,87.75668,460,45
i,4,8,NA,NA,4,87.75668,482,45
i,4,8,NA,NA,4,87.75668,470,45
i,3,11,NA,NA,5,87.75643,815,45
i,3,11,NA,NA,5,87.75643,835,45
i,3,11,NA,NA,5,87.75643,791,45
i,3,11,NA,NA,5,87.75643,858,45
i,3,11,NA,NA,5,87.75643,792,45
i,3,11,NA,NA,5,87.75643,773,45
i,3,11,NA,NA,5,87.75643,863,45
i,3,11,NA,NA,5,87.75643,800,45
i,3,11,NA,NA,5,87.75643,805,45
i,3,11,NA,NA,5,87.75643,776,45
i,6,7,NA,NA,6,87.75642,486,45
i,6,7,NA,NA,6,87.75642,505,45
i,6,7,NA,NA,6,87.75642,514,45
i,6,7,NA,NA,6,87.75642,497,45
i,6,7,NA,NA,6,87.75642,500,45
i,6,7,NA,NA,6,87.75642,457,45
i,6,7,NA,NA,6,87.75642,499,45
i,6,7,NA,NA,6,87.75642,459,45
i,6,7,NA,NA,6,87.75642,473,45
i,6,7,NA,NA,6,87.75642,477,45
i,1,2,NA,NA,7,87.75626,3517,45
i,1,2,NA,NA,7,87.75626,3528,45
i,1,2,NA,NA,7,87.75626,3573,45
i,1,2,NA,NA,7,87.75626,3420,45
i,1,2,NA,NA,7,87.75626,3513,45
i,1,2,NA,NA,7,87.75626,3533,45
i,1,2,NA,NA,7,87.75626,3607,45
i,1,2,NA,NA,7,87.75626,3551,45
i,1,2,NA,NA,7,87.75626,3641,45
i,1,2,NA,NA,7,87.75626,3601,45
i,1,1,NA,NA,8,87.75794,4422,45
i,1,1,NA,NA,8,87.75794,4377,45
i,1,1,NA,NA,8,87.75794,4325,45
i,1,1,NA,NA,8,87.75794,4405,45
i,1,1,NA,NA,8,87.75794,4358,45
i,1,1,NA,NA,8,87.75794,4384,45
i,1,1,NA,NA,8,87.75794,4325,45
i,1,1,NA,NA,8,87.75794,4251,45
i,1,1,NA,NA,8,87.75794,4296,45
i,1,1,NA,NA,8,87.75794,4325,45
i,1,1,NA,NA,9,87.7565,5243,45
i,1,1,NA,NA,9,87.7565,5361,45
i,1,1,NA,NA,9,87.7565,5280,45
i,1,1,NA,NA,9,87.7565,5336,45
i,1,1,NA,NA,9,87.7565,5180,45
i,1,1,NA,NA,9,87.7565,5150,45
i,1,1,NA,NA,9,87.7565,5513,45
i,1,1,NA,NA,9,87.7565,5154,45
i,1,1,NA,NA,9,87.7565,5393,45
i,1,1,NA,NA,9,87.7565,5319,45
i,4,1,NA,NA,10,87.75639,1605,45
i,4,1,NA,NA,10,87.75639,1552,45
i,4,1,NA,NA,10,87.75639,1669,45
i,4,1,NA,NA,10,87.75639,1575,45
i,4,1,NA,NA,10,87.75639,1654,45
i,4,1,NA,NA,10,87.75639,1660,45
i,4,1,NA,NA,10,87.75639,1653,45
i,4,1,NA,NA,10,87.75639,1650,45
i,4,1,NA,NA,10,87.75639,1617,45
i,4,1,NA,NA,10,87.75639,1590,45
j,6,2,NA,NA,1,191.7678,2485,45
j,6,2,NA,NA,1,191.7678,2583,45
j,6,2,NA,NA,1,191.7678,2551,45
j,6,2,NA,NA,1,191.7678,2465,45
j,6,2,NA,NA,1,191.7678,2506,45
j,6,2,NA,NA,1,191.7678,2483,45
j,6,2,NA,NA,1,191.7678,2520,45
j,6,2,NA,NA,1,191.7678,2523,45
j,6,2,NA,NA,1,191.7678,2479,45
j,6,2,NA,NA,1,191.7678,2530,45
j,9,6,NA,NA,2,204.869,938,45
j,9,6,NA,NA,2,204.869,940,45
j,9,6,NA,NA,2,204.869,923,45
j,9,6,NA,NA,2,204.869,983,45
j,9,6,NA,NA,2,204.869,928,45
j,9,6,NA,NA,2,204.869,968,45
j,9,6,NA,NA,2,204.869,949,45
j,9,6,NA,NA,2,204.869,942,45
j,9,6,NA,NA,2,204.869,1012,45
j,9,6,NA,NA,2,204.869,908,45
j,10,5,NA,NA,3,204.8718,1174,45
j,10,5,NA,NA,3,204.8718,1176,45
j,10,5,NA,NA,3,204.8718,1222,45
j,10,5,NA,NA,3,204.8718,1199,45
j,10,5,NA,NA,3,204.8718,1131,45
j,10,5,NA,NA,3,204.8718,1225,45
j,10,5,NA,NA,3,204.8718,1135,45
j,10,5,NA,NA,3,204.8718,1169,45
j,10,5,NA,NA,3,204.8718,1170,45
j,10,5,NA,NA,3,204.8718,1152,45
j,9,7,NA,NA,4,204.8687,902,45
j,9,7,NA,NA,4,204.8687,876,45
j,9,7,NA,NA,4,204.8687,856,45
j,9,7,NA,NA,4,204.8687,887,45
j,9,7,NA,NA,4,204.8687,850,45
j,9,7,NA,NA,4,204.8687,867,45
j,9,7,NA,NA,4,204.8687,880,45
j,9,7,NA,NA,4,204.8687,863,45
j,9,7,NA,NA,4,204.8687,845,45
j,9,7,NA,NA,4,204.8687,909,45
j,5,0,NA,NA,5,0,NA,45
j,5,0,NA,NA,5,0,NA,45
j,5,0,NA,NA,5,0,NA,45
j,5,0,NA,NA,5,0,NA,45
j,5,0,NA,NA,5,0,NA,45
j,5,0,NA,NA,5,0,NA,45
j,5,0,NA,NA,5,0,NA,45
j,5,0,NA,NA,5,0,NA,45
j,5,0,NA,NA,5,0,NA,45
j,5,0,NA,NA,5,0,NA,45
j,10,5,NA,NA,6,204.8756,1313,45
j,10,5,NA,NA,6,204.8756,1343,45
j,10,5,NA,NA,6,204.8756,1414,45
j,10,5,NA,NA,6,204.8756,1383,45
j,10,5,NA,NA,6,204.8756,1311,45
j,10,5,NA,NA,6,204.8756,1338,45
j,10,5,NA,NA,6,204.8756,1403,45
j,10,5,NA,NA,6,204.8756,1385,45
j,10,5,NA,NA,6,204.8756,1397,45
j,10,5,NA,NA,6,204.8756,1385,45
j,9,1,NA,NA,7,204.8721,7276,45
j,9,1,NA,NA,7,204.8721,7166,45
j,9,1,NA,NA,7,204.8721,7222,45
j,9,1,NA,NA,7,204.8721,7227,45
j,9,1,NA,NA,7,204.8721,7196,45
j,9,1,NA,NA,7,204.8721,7363,45
j,9,1,NA,NA,7,204.8721,7202,45
j,9,1,NA,NA,7,204.8721,7341,45
j,9,1,NA,NA,7,204.8721,7436,45
j,9,1,NA,NA,7,204.8721,7264,45
j,1,12,NA,NA,8,204.8719,599,45
j,1,12,NA,NA,8,204.8719,627,45
j,1,12,NA,NA,8,204.8719,673,45
j,1,12,NA,NA,8,204.8719,641,45
j,1,12,NA,NA,8,204.8719,646,45
j,1,12,NA,NA,8,204.8719,630,45
j,1,12,NA,NA,8,204.8719,617,45
j,1,12,NA,NA,8,204.8719,688,45
j,1,12,NA,NA,8,204.8719,654,45
j,1,12,NA,NA,8,204.8719,629,45
j,3,13,NA,NA,9,204.872,679,45
j,3,13,NA,NA,9,204.872,586,45
j,3,13,NA,NA,9,204.872,577,45
j,3,13,NA,NA,9,204.872,647,45
j,3,13,NA,NA,9,204.872,607,45
